accession	label	split	length	mean_perplexity	mean_recovery_rate	seed0_ppl	seed1_ppl	seed2_ppl	seed0_recovery	seed1_recovery	seed2_recovery
SHUF_V_P28087	shuffled_viral	all	57	20.001091074996943	0.20833333333333334	30.232266998753225	15.031304349441298	17.6073371151598	0.125	0.375	0.125
SHUF_V_NP_050205.1	shuffled_viral	all	57	16.44595816996006	0.041666666666666664	19.07754213711815	15.281804529133531	15.257398242441688	0.0	0.125	0.0
SHUF_V_P28083	shuffled_viral	all	57	16.20933757549954	0.2916666666666667	16.00083556241593	19.091629307412283	13.941520623514812	0.25	0.25	0.375
SHUF_V_P69187	shuffled_viral	all	57	17.06375020009483	0.16666666666666666	19.235981841351162	20.38206508456449	12.672459495699691	0.0	0.125	0.375
SHUF_V_P28082	shuffled_viral	all	57	18.871126160985938	0.20833333333333334	26.80618464694683	15.603688580208992	16.066866139678194	0.125	0.25	0.25
SHUF_V_P28085	shuffled_viral	all	57	15.501777844615717	0.20833333333333334	12.948223844655574	18.601781411067726	15.466063565489511	0.375	0.0	0.25
SHUF_V_P08806	shuffled_viral	all	58	20.633145373520897	0.041666666666666664	21.20674691413832	21.578973856667822	19.195148304477158	0.125	0.0	0.0
SHUF_V_P04612	shuffled_viral	all	58	22.436499702154777	0.08333333333333333	25.763397239323538	18.963491138394424	23.11766090155038	0.0	0.25	0.0
SHUF_V_NP_050181.1	shuffled_viral	all	59	20.94749958607433	0.08333333333333333	26.700111203734874	16.27780545244287	21.148893379359844	0.0	0.25	0.0
SHUF_V_Q6SWC7	shuffled_viral	all	59	20.35222554847386	0.041666666666666664	15.40160612701124	18.604917227626956	29.41995241134039	0.125	0.0	0.0
SHUF_V_P0C739	shuffled_viral	all	60	14.8719569347111	0.18518518656492233	15.569147522504126	13.121766210789072	16.100791573107905	0.2222222238779068	0.2222222238779068	0.1111111119389534
SHUF_V_Q89485	shuffled_viral	all	60	19.160799031668653	0.1111111119389534	19.84659271978951	18.19385584638257	19.481847549698884	0.1111111119389534	0.1111111119389534	0.1111111119389534
SHUF_V_P33864	shuffled_viral	all	60	17.36198721999921	0.22222222636143366	18.899916157826365	21.16098824579936	13.08586612881486	0.2222222238779068	0.1111111119389534	0.3333333432674408
SHUF_V_P16754	shuffled_viral	all	60	16.74767691629806	0.07407407462596893	15.026470658543326	14.92240378266606	20.949224346049178	0.1111111119389534	0.0	0.1111111119389534
SHUF_V_P0DTC6	shuffled_viral	all	61	19.665164583840294	0.03703703731298447	24.03898793527308	19.81896408212855	15.962305793372309	0.0	0.0	0.1111111119389534
SHUF_V_F5HHY1	shuffled_viral	all	61	18.266275240071305	0.07407407462596893	17.49264321879696	16.973602057197592	20.526766301083374	0.0	0.1111111119389534	0.1111111119389534
SHUF_V_Q910M3	shuffled_viral	all	61	19.100030742097026	0.1111111119389534	27.327180568996408	16.81089129960838	15.16759180606201	0.0	0.1111111119389534	0.2222222238779068
SHUF_V_Q89186	shuffled_viral	all	61	18.652428570519195	0.1111111119389534	19.01018067899078	16.82529430560288	20.288841177090315	0.1111111119389534	0.1111111119389534	0.1111111119389534
SHUF_V_P33794	shuffled_viral	all	61	19.468821597545567	0.03703703731298447	20.304742564943172	22.473741940597154	16.171344131268985	0.0	0.0	0.1111111119389534
SHUF_V_Q89183	shuffled_viral	all	62	17.14875167982129	0.03703703731298447	19.933430802298258	16.104772826029937	15.709446337059012	0.0	0.1111111119389534	0.0
SHUF_V_P59634	shuffled_viral	all	63	19.615570891017256	0.07407407462596893	18.359855265138872	16.80375451561545	24.463989149515125	0.0	0.1111111119389534	0.1111111119389534
SHUF_V_Q80DP8	shuffled_viral	all	63	17.296193311256427	0.14814814925193787	14.020620736970287	19.23729813022144	19.184048974290015	0.2222222238779068	0.1111111119389534	0.1111111119389534
SHUF_V_P68314	shuffled_viral	all	63	20.96800111453533	0.14814814925193787	18.19925281174784	26.934973169118795	18.806197289755165	0.2222222238779068	0.1111111119389534	0.1111111119389534
SHUF_V_Q98229	shuffled_viral	all	63	19.47017857688148	0.14814815173546472	18.18519975068691	21.957906993953667	18.484205465633607	0.3333333432674408	0.0	0.1111111119389534
SHUF_V_Q9DHQ8	shuffled_viral	all	63	19.60369251117516	0.07407407462596893	19.522876712098896	18.71045824679336	20.624594079277397	0.1111111119389534	0.1111111119389534	0.0
SHUF_V_P0DSU7	shuffled_viral	all	63	19.851891461748995	0.1111111119389534	23.538037624430604	17.219975068792746	19.30202639415609	0.1111111119389534	0.0	0.2222222238779068
SHUF_V_A0A7H0DN25	shuffled_viral	all	64	21.635857894711037	0.03703703731298447	21.828166344043762	22.14038436717722	20.95655782588283	0.0	0.1111111119389534	0.0
SHUF_V_A0A7H0DN00	shuffled_viral	all	64	10.317127745902575	0.29629629850387573	8.3075330906757	11.54158898666297	11.453513702131314	0.2222222238779068	0.2222222238779068	0.4444444477558136
SHUF_V_NP_536432.1	shuffled_viral	all	64	18.381664396293985	0.03703703731298447	18.17278657453307	16.454482065920647	20.77058627884882	0.0	0.1111111119389534	0.0
SHUF_V_NP_536438.1	shuffled_viral	all	64	11.192831706288013	0.40740741789340973	13.418737229379959	15.063172466014262	6.937321543428352	0.2222222238779068	0.3333333432674408	0.6666666865348816
SHUF_V_P0DOE4	shuffled_viral	all	64	19.671868776576016	0.03703703731298447	19.03841115443028	21.345681086420626	18.73251711076805	0.0	0.1111111119389534	0.0
SHUF_V_Q4KRW6	shuffled_viral	all	64	20.422813484555032	0.03703703731298447	25.02588330904434	18.966963775248153	17.945661982943154	0.0	0.0	0.1111111119389534
SHUF_V_Q7M6G6	shuffled_viral	all	64	15.716444347077795	0.1111111119389534	15.778934858448453	15.181517085670574	16.20578381467068	0.1111111119389534	0.1111111119389534	0.1111111119389534
SHUF_V_Q6SVX3	shuffled_viral	all	64	16.7323975188028	0.1851851890484492	16.506772984057626	16.11135921863367	17.614899185839874	0.3333333432674408	0.2222222238779068	0.0
SHUF_V_P29887	shuffled_viral	all	65	20.165979633051137	0.0	18.976607293192504	20.239455147849085	21.35209954118283	0.0	0.0	0.0
SHUF_V_P0C2X5	shuffled_viral	all	65	14.3634188038393	0.22222222636143366	14.537005366411579	14.987056631023709	13.60135487178808	0.2222222238779068	0.1111111119389534	0.3333333432674408
SHUF_V_Q86609	shuffled_viral	all	65	17.172011022264105	0.07407407462596893	17.33008369993294	13.076472322353943	22.344581064427828	0.0	0.2222222238779068	0.0
SHUF_V_P33868	shuffled_viral	all	65	21.841632131034327	0.14814814925193787	21.825626822463875	23.11886247898667	20.65009612826136	0.1111111119389534	0.1111111119389534	0.2222222238779068
SHUF_V_P21017	shuffled_viral	all	65	19.248986627500898	0.07407407462596893	20.562248797271625	21.941898438199903	15.808068246696637	0.0	0.0	0.2222222238779068
SHUF_V_P69359	shuffled_viral	all	65	16.876066285787367	0.25925926119089127	15.775500534255478	18.73811407042105	16.259404722713292	0.1111111119389534	0.4444444477558136	0.2222222238779068
SHUF_V_O36632	shuffled_viral	all	65	19.527021312221322	0.1111111119389534	19.91716488165395	20.26919700057975	18.443525412041932	0.2222222238779068	0.1111111119389534	0.0
SHUF_V_P21044	shuffled_viral	all	65	18.437610554515913	0.07407407462596893	19.33103592873374	17.915570321139107	18.09789842009514	0.2222222238779068	0.0	0.0
SHUF_V_P0DTB3	shuffled_viral	all	65	18.800666654141846	0.03703703731298447	23.908348666690948	17.175581471681557	16.182988223490465	0.0	0.0	0.1111111119389534
SHUF_V_P03085	shuffled_viral	all	66	16.617482806413822	0.07407407462596893	18.28913160478829	16.946441307453927	14.805535414475813	0.0	0.1111111119389534	0.1111111119389534
SHUF_V_P17592	shuffled_viral	all	66	16.202359597247415	0.11111111442248027	18.86601573111159	14.623653406392153	15.416959183654116	0.0	0.3333333432674408	0.0
SHUF_V_P0DTP9	shuffled_viral	all	66	18.510700090599855	0.1111111119389534	23.787117523213105	16.00175879399763	16.663222577635686	0.0	0.2222222238779068	0.1111111119389534
SHUF_V_P0C2X6	shuffled_viral	all	67	16.96534989573817	0.06666666766007741	20.76684283341379	18.24367361889588	12.888598439028653	0.0	0.10000000149011612	0.10000000149011612
SHUF_V_P0C2X1	shuffled_viral	all	67	18.941414684953667	0.06666666766007741	15.318739185593152	24.734535234513988	17.935374949449866	0.0	0.0	0.20000000298023224
SHUF_V_P0C2X2	shuffled_viral	all	67	20.431149595365625	0.06666666766007741	18.376606191554004	17.758426608115638	26.134164337548118	0.10000000149011612	0.10000000149011612	0.0
SHUF_V_P0C2X4	shuffled_viral	all	67	22.732602299806192	0.06666666766007741	29.339573742787536	21.874152546578152	18.30469201254318	0.0	0.0	0.20000000298023224
SHUF_V_Q86132	shuffled_viral	all	67	15.694884639738667	0.1666666716337204	14.141370723317083	20.952416192449952	13.048144687639022	0.30000001192092896	0.0	0.20000000298023224
SHUF_V_P0C2X3	shuffled_viral	all	67	18.165605771600287	0.13333333532015482	20.88142158370765	14.866133588405226	19.310412989816694	0.0	0.20000000298023224	0.20000000298023224
SHUF_V_P0DTB5	shuffled_viral	all	67	18.214063639584882	0.10000000149011612	17.34740465045354	19.33922302948796	18.011381202657354	0.10000000149011612	0.10000000149011612	0.10000000149011612
SHUF_V_NP_050188.1	shuffled_viral	all	68	18.435606147253175	0.06666666766007741	21.04041038949249	19.26952252524606	15.454220495956253	0.0	0.0	0.20000000298023224
SHUF_V_P0DSW1	shuffled_viral	all	68	17.667065395993614	0.1333333378036817	15.323469608098602	19.61721092817438	18.344204228298118	0.30000001192092896	0.10000000149011612	0.0
SHUF_V_Q76QZ9	shuffled_viral	all	68	16.121225281062106	0.1333333378036817	13.510446120271636	17.551396579776853	17.669032582651877	0.30000001192092896	0.0	0.10000000149011612
SHUF_V_Q7TLC7	shuffled_viral	all	70	18.96734061870451	0.23333334177732468	17.9777285996258	23.980176193732348	15.828222283423832	0.30000001192092896	0.10000000149011612	0.30000001192092896
SHUF_V_Q64858	shuffled_viral	all	70	14.049194897249283	0.1333333378036817	16.184300107181585	12.574186389543307	13.626379974469353	0.0	0.10000000149011612	0.30000001192092896
SHUF_V_NP_536589.1	shuffled_viral	all	70	19.33912312842769	0.10000000149011612	18.552706345819296	17.282505184993344	22.557780635397418	0.10000000149011612	0.20000000298023224	0.0
SHUF_V_NP_536606.1	shuffled_viral	all	70	16.83387032357599	0.06666666766007741	15.917806873314419	18.647842706819652	16.070896477738607	0.0	0.0	0.20000000298023224
SHUF_V_NP_536610.1	shuffled_viral	all	70	21.30344857443279	0.06666666766007741	23.067971469010246	18.89696940395405	22.179317143201782	0.0	0.10000000149011612	0.10000000149011612
SHUF_V_P0DTN1	shuffled_viral	all	70	15.39090588104784	0.13333333532015482	16.455462858708763	15.146718804198809	14.627290330916557	0.20000000298023224	0.10000000149011612	0.10000000149011612
SHUF_V_P20990	shuffled_viral	all	70	20.12954113153072	0.033333333830038704	16.519556569451613	25.3396805605714	19.485075977083877	0.0	0.0	0.10000000149011612
SHUF_V_P03086	shuffled_viral	all	71	15.643815421743751	0.1666666716337204	15.189047628677379	17.263170400254662	14.600809954030609	0.30000001192092896	0.0	0.20000000298023224
SHUF_V_Q6WB96	shuffled_viral	all	71	19.503882710088	0.10000000149011612	16.27064282968604	21.053467176257755	21.658824913842906	0.20000000298023224	0.10000000149011612	0.0
SHUF_V_Q77NN9	shuffled_viral	all	71	24.018720908303482	0.0	27.275497961100385	24.322079371340223	20.88700822906889	0.0	0.0	0.0
SHUF_V_P19325	shuffled_viral	all	72	17.677591902044696	0.16666666915019354	16.823922441269602	18.530982928983978	17.719179089746717	0.20000000298023224	0.20000000298023224	0.10000000149011612
SHUF_V_P35986	shuffled_viral	all	72	15.764526744257315	0.1666666716337204	13.651285129052235	14.6319049123806	19.614100898201603	0.30000001192092896	0.10000000149011612	0.10000000149011612
SHUF_V_P0DOS0	shuffled_viral	all	72	15.153781665821702	0.13333333532015482	12.607771888133898	20.057360455655676	13.761030427327249	0.20000000298023224	0.0	0.20000000298023224
SHUF_V_P24833	shuffled_viral	all	72	14.569630550554121	0.3333333432674408	12.430445606050986	13.84900523144066	17.965542708988743	0.4000000059604645	0.30000001192092896	0.30000001192092896
SHUF_V_P52358	shuffled_viral	all	73	15.630601435400465	0.13333333532015482	13.852125840813818	15.906638016466065	17.33134394900266	0.20000000298023224	0.20000000298023224	0.0
SHUF_V_P52586	shuffled_viral	all	73	12.827384971087051	0.10000000149011612	9.206835027741876	12.760193622330275	17.965808276739804	0.10000000149011612	0.10000000149011612	0.10000000149011612
SHUF_V_P0DON3	shuffled_viral	all	73	15.910427113288133	0.16666666915019354	14.41634822333831	15.711585119671584	17.78157592518695	0.20000000298023224	0.10000000149011612	0.20000000298023224
SHUF_V_P68708	shuffled_viral	all	73	14.590321674337254	0.16666666915019354	16.912379102014963	12.044037647931441	15.248172321983569	0.20000000298023224	0.20000000298023224	0.10000000149011612
SHUF_V_A0A7H0DN31	shuffled_viral	all	73	14.112256921489507	0.10000000149011612	17.558712748349432	12.927902012701974	12.381369870775073	0.10000000149011612	0.10000000149011612	0.10000000149011612
SHUF_V_P29890	shuffled_viral	all	73	15.256172404578898	0.13333333532015482	14.118476117071337	16.276559721182615	15.452057802773815	0.20000000298023224	0.20000000298023224	0.0
SHUF_V_P21019	shuffled_viral	all	73	16.5820720003862	0.06666666766007741	21.135464986127165	13.398424417943374	16.100925929143205	0.10000000149011612	0.0	0.10000000149011612
SHUF_V_NP_536465.1	shuffled_viral	all	73	17.15633767498472	0.16666666915019354	21.479497080290948	11.982103638331697	19.620793919730303	0.0	0.4000000059604645	0.10000000149011612
SHUF_V_NP_536613.1	shuffled_viral	all	73	16.122716666696864	0.16666666915019354	24.454821911030866	13.208503849603826	12.974676379915573	0.0	0.4000000059604645	0.10000000149011612
SHUF_V_P68604	shuffled_viral	all	73	18.59861656131488	0.20000000298023224	22.624892567924277	16.531920424094473	17.200144315159182	0.20000000298023224	0.20000000298023224	0.20000000298023224
SHUF_V_M1L4Z5	shuffled_viral	all	73	18.202747520783923	0.16666666915019354	20.699941272493646	15.466974379342078	18.838067834550742	0.20000000298023224	0.20000000298023224	0.10000000149011612
SHUF_V_P06792	shuffled_viral	all	73	16.48597768080256	0.06666666766007741	19.83585917720909	15.266425914914441	14.796388702069152	0.0	0.10000000149011612	0.10000000149011612
SHUF_V_P14998	shuffled_viral	all	74	16.98414190399789	0.09090909361839294	16.0351147396246	16.704455780785047	18.290535729629493	0.09090909361839294	0.09090909361839294	0.09090909361839294
SHUF_V_A0A7H0DNE1	shuffled_viral	all	74	16.789555417009595	0.09090909361839294	16.775701616513754	17.02941025005622	16.56674883015123	0.09090909361839294	0.1818181872367859	0.0
SHUF_V_P52587	shuffled_viral	all	74	14.750980151537316	0.1515151560306549	17.295559642432	13.159863639484293	14.101867423474785	0.0	0.27272728085517883	0.1818181872367859
SHUF_V_P68602	shuffled_viral	all	74	17.88147854608672	0.12121212482452393	21.1728426757877	15.121983840966992	17.85756903629558	0.0	0.1818181872367859	0.1818181872367859
SHUF_V_NP_694864.1	shuffled_viral	all	74	19.463108467838413	0.0	21.56764791808948	18.964662177940653	18.025557796981964	0.0	0.0	0.0
SHUF_V_Q9IDV3	shuffled_viral	all	74	22.084669506965998	0.09090909361839294	21.93257291229145	28.23638005552901	17.392984620924	0.0	0.09090909361839294	0.1818181872367859
SHUF_V_P0C713	shuffled_viral	all	74	19.189844896946685	0.12121212482452393	18.03006657242675	20.239069114559545	19.365402583024647	0.09090909361839294	0.1818181872367859	0.09090909361839294
SHUF_V_A0A7H0DN24	shuffled_viral	all	74	18.910588091499235	0.03030303120613098	17.78233056473552	19.01796890321926	19.996882405597297	0.09090909361839294	0.0	0.0
SHUF_V_P0CK51	shuffled_viral	all	75	16.64647760709392	0.12121212482452393	15.90966466993076	15.301521102145447	18.948351002579205	0.09090909361839294	0.1818181872367859	0.09090909361839294
SHUF_V_F5H8R0	shuffled_viral	all	75	20.277032083173513	0.12121212482452393	18.811762442839868	22.06747415750409	20.083113954165956	0.27272728085517883	0.09090909361839294	0.0
SHUF_V_P0DTB4	shuffled_viral	all	75	16.36143889222339	0.21212121844291687	18.5309122390289	16.70232917966782	14.151114531427963	0.0	0.27272728085517883	0.3636363744735718
SHUF_V_P26145	shuffled_viral	all	75	19.498001235734034	0.03030303120613098	18.350424540608525	18.6711142005262	21.63485203194642	0.0	0.0	0.09090909361839294
SHUF_V_A0A7H0DN23	shuffled_viral	all	75	16.47482389638775	0.09090909361839294	17.500009998204018	15.78602404196597	16.186437933725465	0.09090909361839294	0.09090909361839294	0.09090909361839294
SHUF_V_P06426	shuffled_viral	all	75	14.93860283191286	0.27272728085517883	12.75263582736263	13.293605557464852	19.664694172560093	0.27272728085517883	0.3636363744735718	0.1818181872367859
SHUF_V_NP_050258.1	shuffled_viral	all	75	17.80097212480287	0.09090909361839294	19.338111851363568	16.1429998717451	18.068947214297804	0.09090909361839294	0.1818181872367859	0.0
SHUF_V_P0DTC4	shuffled_viral	all	75	15.569863949974945	0.12121212482452393	16.78485128503852	16.283049435064623	13.810239618745712	0.0	0.09090909361839294	0.27272728085517883
SHUF_V_F5HEN7	shuffled_viral	all	75	18.47294466136176	0.06060606241226196	15.445825634329825	22.260057566964527	18.33458046196517	0.09090909361839294	0.09090909361839294	0.0
SHUF_V_Q7M6N6	shuffled_viral	all	75	16.96463666803342	0.09090909361839294	23.624208648782187	14.547094612153264	14.206927207928013	0.09090909361839294	0.09090909361839294	0.09090909361839294
SHUF_V_P52365	shuffled_viral	all	75	18.95290382361095	0.09090909361839294	17.187944561850344	19.198489425610987	20.63175981011288	0.09090909361839294	0.09090909361839294	0.09090909361839294
SHUF_V_NP_536563.1	shuffled_viral	all	75	17.026112392278147	0.09090909361839294	17.578261193152898	15.793684991985737	17.778171966214305	0.09090909361839294	0.09090909361839294	0.09090909361839294
SHUF_V_Q07032	shuffled_viral	all	76	18.977765568731144	0.12121212482452393	17.20827819154962	20.511796237421105	19.363957493481983	0.1818181872367859	0.09090909361839294	0.09090909361839294
SHUF_V_P0CK20	shuffled_viral	all	76	16.922831170514364	0.1515151560306549	16.95963817443331	16.45108505165766	17.370324633941213	0.27272728085517883	0.09090909361839294	0.09090909361839294
SHUF_V_P26552	shuffled_viral	all	76	17.437098951937564	0.21212121844291687	15.081797887712533	23.572098451389504	14.913216870402277	0.1818181872367859	0.09090909361839294	0.3636363744735718
SHUF_V_P59637	shuffled_viral	all	76	14.599532444621007	0.21212121844291687	13.88819090953864	15.841009110618854	14.144523488469359	0.3636363744735718	0.09090909361839294	0.1818181872367859
SHUF_V_P33842	shuffled_viral	all	76	17.123392626104128	0.1818181872367859	16.377039406716577	16.813528789448554	18.23371568315414	0.3636363744735718	0.09090909361839294	0.09090909361839294
SHUF_V_M1L535	shuffled_viral	all	77	20.917545396165227	0.12121212482452393	20.692564387639003	25.244158438058	17.52092167102058	0.1818181872367859	0.0	0.1818181872367859
SHUF_V_Q6Q1S0	shuffled_viral	all	77	17.40112256670205	0.1818181872367859	15.905629259936653	20.638514695594516	16.051015116766397	0.1818181872367859	0.09090909361839294	0.27272728085517883
SHUF_V_P19741	shuffled_viral	all	77	20.242664334569863	0.1515151560306549	19.448864663205878	23.982360309253238	17.783483783660444	0.09090909361839294	0.1818181872367859	0.1818181872367859
SHUF_V_P21005	shuffled_viral	all	77	17.13776373293994	0.21212121844291687	18.293318133899657	18.063093627734364	15.232733126806515	0.1818181872367859	0.1818181872367859	0.27272728085517883
SHUF_V_P24448	shuffled_viral	all	77	17.849030380410767	0.09090909361839294	19.132488951572324	18.112143111334692	16.40977302150144	0.1818181872367859	0.09090909361839294	0.0
SHUF_V_A0A7H0DNB8	shuffled_viral	all	77	17.582032086217918	0.0	16.67400830531058	18.685275467026244	17.444867957287574	0.0	0.0	0.0
SHUF_V_P20994	shuffled_viral	all	77	17.92995506536389	0.12121212482452393	18.728823943921793	18.593228243205026	16.55283156115884	0.09090909361839294	0.1818181872367859	0.09090909361839294
SHUF_V_NP_536557.1	shuffled_viral	all	77	19.5465660041065	0.06060606241226196	23.500198932740425	17.260466491645317	18.411422465280154	0.0	0.0	0.1818181872367859
SHUF_V_P0DOT9	shuffled_viral	all	77	17.40533959144962	0.06060606241226196	20.048874117361567	19.154209644573047	13.73071895169608	0.09090909361839294	0.0	0.09090909361839294
SHUF_V_P0DXO7	shuffled_viral	all	77	19.675862053497728	0.06060606241226196	19.443347450802438	23.992591707341752	16.32875627327441	0.09090909361839294	0.09090909361839294	0.0
SHUF_V_P11317	shuffled_viral	all	77	16.079342266100085	0.1515151560306549	17.715854656005614	14.836666646754745	15.816354541597759	0.09090909361839294	0.27272728085517883	0.09090909361839294
SHUF_V_NP_536446.1	shuffled_viral	all	77	21.5435807709564	0.0	24.28712014447949	17.446477634451465	23.59771157618432	0.0	0.0	0.0
SHUF_V_NP_536569.1	shuffled_viral	all	77	19.831634841714695	0.03030303120613098	23.07434665621256	16.29125843533979	20.748729341340027	0.0	0.0	0.09090909361839294
SHUF_V_P69725	shuffled_viral	all	78	20.361858121985097	0.12121212482452393	20.09891639854046	22.46327989468219	18.69848450718551	0.1818181872367859	0.09090909361839294	0.09090909361839294
SHUF_V_P05927	shuffled_viral	all	78	21.056094231558014	0.03030303120613098	27.808207504267813	19.069820448277127	17.604100819153253	0.09090909361839294	0.0	0.0
SHUF_V_P60504	shuffled_viral	all	78	18.02307393921789	0.21212121844291687	18.596287244844973	23.225571621044505	13.554825650171146	0.27272728085517883	0.09090909361839294	0.27272728085517883
SHUF_V_Q7TLC4	shuffled_viral	all	78	15.155312426688456	0.1818181872367859	15.936459328847205	16.661089308867062	13.109902151462384	0.27272728085517883	0.0	0.27272728085517883
SHUF_V_P50774	shuffled_viral	all	78	20.98765869255011	0.09090909361839294	14.651691198436321	22.555177739681074	27.97421885713045	0.09090909361839294	0.09090909361839294	0.09090909361839294
SHUF_V_O39920	shuffled_viral	all	78	19.24723205897166	0.06060606241226196	19.062610904643055	17.991158068234782	20.790423929175937	0.09090909361839294	0.09090909361839294	0.0
SHUF_V_A0A7H0DNC8	shuffled_viral	all	78	18.90008588802201	0.09090909361839294	16.391363800812478	18.05713430826088	22.81011188444022	0.09090909361839294	0.1818181872367859	0.0
SHUF_V_NP_536603.1	shuffled_viral	all	78	18.696551292460175	0.06060606241226196	17.48182393395658	18.118003953698334	20.634189936678734	0.0	0.09090909361839294	0.09090909361839294
SHUF_V_P0DSS2	shuffled_viral	all	79	16.908892930477663	0.12121212482452393	14.694178024939081	18.453998305949156	17.828292421694503	0.1818181872367859	0.1818181872367859	0.0
SHUF_V_M1LL58	shuffled_viral	all	79	17.315086199461327	0.03030303120613098	17.46100888157529	15.660629579801693	18.984336500601387	0.0	0.09090909361839294	0.0
SHUF_V_P20500	shuffled_viral	all	79	18.03590228930705	0.06060606241226196	17.161807397681695	19.363786675327855	17.654698622306867	0.09090909361839294	0.0	0.09090909361839294
SHUF_V_NP_050257.1	shuffled_viral	all	79	17.71841023259477	0.09090909361839294	19.38256260304889	17.352674642886114	16.538519840382357	0.0	0.09090909361839294	0.1818181872367859
SHUF_V_NP_050179.1	shuffled_viral	all	79	13.218457871308258	0.1515151560306549	11.763528821161069	13.407905654640665	14.643463446879734	0.1818181872367859	0.1818181872367859	0.09090909361839294
SHUF_V_P0DOQ1	shuffled_viral	all	79	22.30719120677221	0.03030303120613098	18.318981543949064	24.997176402842793	24.24054553800731	0.09090909361839294	0.0	0.0
SHUF_V_NP_050183.1	shuffled_viral	all	79	18.195819508652644	0.12121212482452393	18.8542975612701	17.324907310308713	18.44308568937162	0.0	0.1818181872367859	0.1818181872367859
SHUF_V_P14269	shuffled_viral	all	80	12.864716648314491	0.2500000099341075	13.277451223767526	11.805811715441383	13.58282508509171	0.1666666716337204	0.1666666716337204	0.4166666865348816
SHUF_V_Q89843	shuffled_viral	all	80	18.44390358192344	0.0833333358168602	17.954589319000846	17.074573993490716	20.46600975940603	0.0833333358168602	0.0833333358168602	0.0833333358168602
