accession	label	length	mean_perplexity
P03551	viral	129	15.632353047657427
P03568	viral	272	16.269715721673403
P03583	viral	268	17.6987776658019
P09516	viral	651	16.134100072126596
P0C783	viral	110	17.282876031301736
P0CJ94	viral	999	13.220803865276224
P14990	viral	272	16.25637742357345
P18919	viral	361	12.338849384436585
P21947	viral	356	1.9171574999756318
Q84710	viral	760	16.5029992505091
Q85439	viral	421	17.2952668705344
Q96704	viral	349	2.9342342994718607
O91275	viral	268	17.68111852461333
P03554	viral	679	8.185507850254954
P03581	viral	163	16.20856982504531
P05400	viral	659	9.448162554188382
P09505	viral	867	15.719247422079155
P09519	viral	489	15.426724906668762
P0C2W9	viral	85	16.67603587919568
P0CK34	viral	251	2.6604234084509355
P14583	viral	801	18.063179759482058
P14976	viral	135	7.013962453700217
P16489	viral	218	3.0062432192025565
P16596	viral	215	17.22325161894432
P18027	viral	218	4.980227955266187
P21942	viral	251	2.6284325741523995
P21944	viral	129	5.709161838941408
P22602	viral	856	12.683897442036498
P22657	viral	353	6.99011570093169
P23627	viral	229	16.123456004364805
P25242	viral	365	3.134079947389117
P27268	viral	256	18.494710278094374
P28726	viral	1005	16.93483736674946
P30321	viral	913	11.342934806222836
P36280	viral	135	7.301726161752039
P37092	viral	598	11.976602789112324
P38609	viral	359	2.199771525114112
P52283	viral	358	11.79237061734824
P69508	viral	159	16.837955231859397
P83549	viral	289	17.338770949468
Q00020	viral	966	16.661760643329366
Q00261	viral	218	3.5238601023357403
Q00847	viral	286	17.568360686977613
Q01511	viral	260	8.863200168426033
Q02951	viral	488	16.176924072974124
Q06661	viral	257	18.46408975065672
Q06912	viral	251	2.3022536041918116
Q06927	viral	256	18.774027050656002
Q06934	viral	218	9.589513762825343
Q08315	viral	122	17.60361815412925
Q66125	viral	100	16.98830648063729
Q67619	viral	135	7.769949331103325
Q76L39	viral	1018	18.041448830138826
Q80873	viral	771	11.408395558994858
Q83270	viral	993	17.301049002015777
Q83424	viral	791	16.291378844084083
Q89251	viral	455	5.874974072357911
Q9IV53	viral	119	17.810907464099
Q9YJW2	viral	890	16.53789290089189
O40976	viral	993	17.266965640812053
P03542	viral	489	15.584649014052177
P03563	viral	132	8.242523721158255
P03578	viral	158	16.9391419738765
P03580	viral	157	17.15192062286392
P03590	viral	218	18.092755819610847
P03606	viral	196	17.861567347925433
P04866	viral	198	17.579061689334075
P05399	viral	494	15.78499659037572
P06448	viral	244	18.61995608613564
P06946	viral	260	18.983535376824793
P09396	viral	226	16.859884553317638
P0CK41	viral	256	18.88288630419216
P11640	viral	965	16.619848238986258
P11897	viral	284	2.3902332104061927
P12366	viral	804	18.03987888139329
P14984	viral	254	18.750837401961153
P14994	viral	136	18.066444455493652
P15627	viral	441	15.41672394132071
P16490	viral	857	16.92469800270888
P17518	viral	247	17.64064546318726
P17524	viral	156	16.657971334761122
P17780	viral	226	16.683810530073316
P21945	viral	256	18.79497781943241
P22955	viral	339	16.86567392906837
P22959	viral	276	17.110415085216864
P27445	viral	131	9.71465090913963
P28931	viral	993	17.020257122615305
P29044	viral	867	15.751304680530703
P29153	viral	189	16.837778595605993
P30737	viral	268	17.559466302720814
P84254	viral	314	16.98006201422552
Q02941	viral	729	16.311126257261797
Q06924	viral	138	7.80770208259815
Q5NDN0	viral	660	16.885191521265902
Q66096	viral	769	16.787752855590078
Q66121	viral	993	17.290801682503822
Q67684	viral	251	16.635162352702714
Q84459	viral	151	17.22672182847904
Q85451	viral	421	17.203183301567616
Q88888	viral	349	2.8163786387438483
Q89682	viral	65	18.490984640646463
A0A0S2SZW1	viral	266	16.878534254445313
P03555	viral	679	8.148824532781104
P03556	viral	674	8.216026770489254
P03565	viral	256	18.897775885721448
P03571	viral	159	16.944425294497496
P03582	viral	268	17.60559086858001
P03594	viral	822	16.970417506993478
P03605	viral	218	9.627929776716991
P07993	viral	381	4.024810664899048
P09511	viral	175	16.44415198502495
P09515	viral	673	17.100264369071482
P09523	viral	666	9.252528891237485
P0C1U3	viral	320	17.325948247684497
P0C649	viral	101	15.532601554501444
P0CK38	viral	172	10.212870015701085
P10838	viral	317	18.157238728826535
P11691	viral	189	17.694950795886218
P14966	viral	258	3.274829954452319
P14970	viral	256	18.76014739340912
P15183	viral	380	16.582433088280403
P17379	viral	420	17.331996835374664
P17523	viral	156	16.4026500969876
P20122	viral	993	17.150354478474448
P21368	viral	218	4.175459332076305
P22601	viral	856	12.579535815781579
P27265	viral	134	6.26324884112064
P27444	viral	251	2.4731643523725926
P27752	viral	958	16.40162943695013
P29045	viral	867	15.650823997533609
P32652	viral	380	3.8344224239613602
P36292	viral	301	17.898526985027363
P37987	viral	260	5.1141181317143305
P89034	viral	992	16.145112996346853
Q00323	viral	247	18.24264713491956
Q08545	viral	177	16.66690181679716
Q65675	viral	118	15.947584487212241
Q66104	viral	172	18.261224116096614
Q84580	viral	256	16.311993499562792
Q88897	viral	204	16.428951041370084
Q8UYT3	viral	95	17.418830141719123
Q96701	viral	251	2.419691495607028
Q98746	viral	268	17.69037820214714
Q9DUT3	viral	962	17.397886841864214
B1PS80	viral	293	16.808298304962424
O41156	viral	216	8.514510224907042
P03543	viral	488	15.630761681130625
P03544	viral	490	15.3985806722706
P03561	viral	258	3.48544288210977
P03575	viral	159	17.25614605576543
P06011	viral	991	17.076251284884396
P09504	viral	249	17.55160162534723
P10835	viral	377	12.72254341706965
P11625	viral	156	16.50550973004146
P11690	viral	172	18.253175686113845
P11795	viral	388	15.63737418134438
P14968	viral	135	6.952938667745057
P17769	viral	993	17.26506379993625
P19723	viral	675	3.0035730999232215
P19724	viral	675	2.9066184927457774
P20235	viral	302	3.3902102920268193
P21294	viral	327	3.25344967478926
P21946	viral	293	13.723881981824016
P24147	viral	218	9.972127572638232
P27269	viral	116	19.344295607710357
P30320	viral	913	11.93169395694821
P36216	viral	367	12.995929986342595
P36277	viral	251	3.33608864389072
P38610	viral	135	7.677692995870027
P89678	viral	800	16.711709765773314
Q00259	viral	218	3.1967800374246673
Q00956	viral	488	15.700954011961
Q08589	viral	135	7.228090487411348
Q08595	viral	260	18.306420308878938
Q0PI70	viral	314	17.533558421147283
Q1WNZ7	viral	799	18.37998888524039
Q65329	viral	893	16.47742830264472
Q65657	viral	894	16.416022305590534
Q65676	viral	132	17.75938350407304
Q6Q304	viral	646	17.469928366901108
Q84523	viral	216	16.059643177828992
Q85437	viral	801	18.063063481719702
Q89703	viral	652	9.837759002842317
Q90023	viral	187	5.772467088133678
Q98505	viral	289	16.704826171584266
Q9DXE5	viral	361	1.8976761646904277
Q9YPS5	viral	257	4.339973355836084
Q9YPS8	viral	256	18.664415833872415
O11840	viral	690	16.066498402504646
P03560	viral	247	2.680717282957845
P03564	viral	256	18.732459050516564
P03602	viral	189	16.314023726862747
P04869	viral	204	18.827731594246202
P0CK33	viral	250	2.9188700029510084
P0CK37	viral	172	10.175976889998699
P11642	viral	236	17.137654774318897
P20177	viral	391	7.321560639079706
P27255	viral	251	2.56358957827943
P27256	viral	260	3.2353554051556253
P27261	viral	129	4.875091484081938
P27263	viral	135	7.628455388221411
P29035	viral	828	16.563664307357268
P69475	viral	161	15.751176997323068
Q01207	viral	890	16.751501275020647
Q01365	viral	890	16.544518368453307
Q08583	viral	256	2.6125700235492353
Q7TD08	viral	643	10.518720417770663
Q7TD09	viral	501	16.028540408569672
Q83943	viral	908	16.630118197994783
Q84688	viral	124	15.647790624939681
Q85449	viral	421	17.165739965858926
Q91J26	viral	173	18.755035716474254
Q9WIJ4	viral	169	16.90284154704349
Q9YPS3	viral	135	9.238672519559149
A4PBP8	viral	489	17.240034202115528
A7IXI8	viral	360	16.740286252498624
B1PS79	viral	72	16.14710705423643
O40981	viral	218	3.7400182293518665
O40985	viral	244	18.55807702122731
O41033	viral	141	4.490805307891601
P03545	viral	327	16.818283729646247
P03553	viral	129	15.637254878102425
P03573	viral	159	16.766656872372305
P03604	viral	279	17.566371203426815
P04383	viral	348	17.542811923727502
P05079	viral	179	18.816041689764717
P09499	viral	236	16.466573436436697
P09509	viral	201	16.500674052944728
P09521	viral	164	15.12137454708094
P09524	viral	512	17.20779407111787
P0C787	viral	115	16.952110861717266
P11794	viral	61	19.033114748823714
P12326	viral	313	17.586884161653156
P14850	viral	255	17.416081090721867
P14981	viral	298	18.34135723622679
P15158	viral	190	16.52240833967795
P15403	viral	236	16.48448937465572
P15404	viral	117	16.645572738553522
P15406	viral	208	16.70833135128896
P15631	viral	303	15.676674400209679
P17461	viral	72	16.965024962195738
P17530	viral	108	18.639863858330976
P17782	viral	237	16.10981127030934
P18028	viral	279	17.701081781482465
P19126	viral	196	16.630304550708985
P19692	viral	345	17.379280666336065
P19818	viral	159	13.822777009224493
P20125	viral	189	17.052975280699947
P20179	viral	808	16.881838410017853
P20180	viral	302	17.532872861072295
P22116	viral	217	16.734539917801406
P22473	viral	506	17.091325799581565
P22547	viral	520	17.109897004072174
P22556	viral	279	5.43041419189017
P22958	viral	724	15.78969405789814
P24402	viral	190	16.225195369846404
P27210	viral	268	18.01949056773364
P27271	viral	96	18.855115708120444
P27277	viral	632	18.208497314065912
P27330	viral	228	16.66489124635812
P27331	viral	108	16.99558647926338
P27336	viral	140	18.97227343618301
P28890	viral	181	15.810001829709334
P29097	viral	257	17.03926703171246
P31118	viral	326	9.615459644574505
P31619	viral	102	16.282389477582477
P32574	viral	269	4.526755574116457
P32575	viral	269	3.7912922659721366
P36278	viral	256	3.867062571877487
P36351	viral	188	16.43733548985678
P36698	viral	320	17.303503486561503
P38608	viral	257	2.9609827434649727
P38611	viral	134	12.685660601349161
P50626	viral	172	17.998245596235268
P50630	viral	189	17.89561262816365
P50631	viral	189	17.893965778381762
P50632	viral	189	17.592772175139498
P54892	viral	457	17.32711318033113
P89035	viral	59	17.083817427756994
P89036	viral	242	17.02450226294523
P90335	viral	73	16.36961065643987
Q00011	viral	200	16.074513915492656
Q00260	viral	218	3.9523656886840595
Q00336	viral	108	14.527383769397899
Q00966	viral	327	17.08529602684951
Q02122	viral	71	18.300921750518842
Q02123	viral	123	19.195990395265
Q02954	viral	520	17.089076608523637
Q04581	viral	241	16.18413032800736
Q04582	viral	103	17.611837856565785
Q06925	viral	132	18.56657417940427
Q07519	viral	110	15.301294917468182
Q07631	viral	71	16.188660955343686
Q08552	viral	153	17.57092012240916
Q5GA90	viral	502	17.484583362169456
Q64963	viral	223	16.966234393670316
Q64964	viral	120	17.054296699389198
Q65389	viral	161	17.94122136720246
Q65674	viral	384	16.31084237181741
Q66098	viral	345	17.31218153947382
Q66120	viral	218	3.245033560649864
Q66137	viral	279	17.786396842410536
Q66145	viral	857	17.038946098985928
Q6E0W8	viral	235	18.116310722670875
Q6EWG8	viral	960	17.394311650963026
Q83268	viral	280	17.715056377890306
Q83269	viral	218	5.134533287447029
Q83271	viral	218	3.2462027961212323
Q84123	viral	303	17.087002888492542
Q84626	viral	170	16.753698047071595
Q84666	viral	207	15.131458093353487
Q85438	viral	509	18.183235789409466
Q85442	viral	189	15.27370724993121
Q86112	viral	1021	17.46252845325144
Q87008	viral	112	17.617204982601493
Q88886	viral	242	18.546766791605073
Q8BCV5	viral	437	15.906755582479589
Q8JMT1	viral	172	18.32014772640888
Q918W2	viral	225	16.047192538658543
Q91MG4	viral	101	15.379934385021846
Q96705	viral	121	17.702466083108394
Q98550	viral	352	8.826425421500794
Q9DUT1	viral	309	17.970027903938416
Q9DUT2	viral	687	16.602873721410553
Q9IGY8	viral	244	18.60961528834514
Q9JGU0	viral	286	16.9639126849443
Q9WDG3	viral	159	16.88428575330238
Q9WDG5	viral	157	16.966481144459934
Q9WIB9	viral	218	17.65237108363548
Q9WIJ8	viral	172	18.3727116069697
Q9YPS6	viral	116	18.869443525076232
Q9Z0D0	viral	153	18.369163828958065
B1PS78	viral	120	17.06016503508891
O40984	viral	101	15.765070491412143
O41107	viral	432	12.345802842229439
O72158	viral	266	16.030179916698735
O91251	viral	153	18.781431941714022
O91253	viral	169	16.644902056333116
P03546	viral	327	16.77442178087452
P03557	viral	522	17.166623996989518
P03595	viral	300	16.82462039335562
P03598	viral	237	17.339973951773295
P03603	viral	303	17.281532781352844
P05078	viral	255	16.573856081714595
P05398	viral	128	16.495804396379096
P06849	viral	90	16.47958913309045
P07699	viral	237	16.225938117347354
P09522	viral	115	16.677558709529222
P0DJX3	viral	79	17.2299832305776
P10468	viral	236	16.268590849835075
P11689	viral	388	16.485460164747934
P14836	viral	388	16.104027945908154
P15097	viral	130	17.25724869279287
P16483	viral	59	17.98375604147693
P16651	viral	108	17.261664061014013
P16653	viral	293	17.926034046062423
P16666	viral	522	16.471890013289926
P17380	viral	427	17.66683794099987
P17456	viral	380	16.381417037600684
P19127	viral	142	14.409877569058672
P21299	viral	286	17.439166652491334
P22170	viral	127	16.465183713371307
P22172	viral	215	17.939142612673134
P22593	viral	115	16.486493902874326
P22960	viral	72	17.796768150253673
P26000	viral	258	16.20572199462939
P27257	viral	257	2.917561284380839
P27264	viral	132	7.165872554551464
P27329	viral	216	16.40640088373952
P27335	viral	291	17.476639721216127
P27462	viral	810	17.64597929686443
P28727	viral	834	16.363897926022833
P29073	viral	255	18.61590784502443
P29077	viral	426	17.32042208135188
P29800	viral	264	16.875713556701356
P31611	viral	313	17.598200622676824
P31616	viral	254	18.621461084392077
P32576	viral	269	3.862960557010626
P35927	viral	202	16.159080427206174
P37991	viral	315	16.753310595442173
P61511	viral	115	18.911716786945703
P69517	viral	172	18.40097373373899
P89679	viral	205	16.11688387935461
Q00271	viral	279	17.68594172253507
Q00846	viral	229	17.463394460098407
Q00848	viral	75	17.24858995122084
Q00962	viral	680	8.541523798381352
Q00965	viral	159	13.634283303750582
Q01089	viral	327	16.965117992325165
Q02964	viral	679	8.216212863672435
Q02966	viral	159	13.93925057266908
Q06388	viral	176	18.32413165111494
Q06660	viral	293	13.642549002374215
Q07506	viral	207	15.776467185182707
Q07517	viral	230	16.090388144413186
Q07632	viral	226	16.413517610472404
Q5GA88	viral	287	17.832454241012357
Q5GA89	viral	271	16.741579449711093
Q64965	viral	70	16.061301184603963
Q65388	viral	154	19.087542229328644
Q66117	viral	858	17.258853402395157
Q66138	viral	218	3.260045000839376
Q66140	viral	218	3.385504872206997
Q66221	viral	265	17.204097973432425
Q67616	viral	115	18.883696687146923
Q67617	viral	257	2.9769296009940245
Q67685	viral	260	17.46055928023961
Q6DN64	viral	439	16.970725010554407
Q7TD13	viral	312	16.360808263563325
Q83050	viral	452	16.83294189112446
Q83928	viral	454	16.868360231106966
Q83944	viral	787	17.144168992938635
Q84136	viral	158	17.118686110251392
Q84656	viral	576	17.670873595962558
Q86523	viral	521	17.26846420844774
Q87011	viral	153	19.369447560284545
Q88889	viral	159	17.51286548646224
Q88898	viral	354	17.830392339851585
Q88921	viral	267	17.181860219899004
Q89448	viral	109	14.73408640197789
Q89551	viral	248	18.109530745535096
Q89846	viral	61	16.53727387075214
Q91MG3	viral	244	18.418653597608206
Q96702	viral	132	10.824773696246169
Q98473	viral	98	17.024303375182654
Q98500	viral	193	17.929735625207023
Q98573	viral	171	18.824414603397653
Q9JGT4	viral	483	17.857811719790035
Q9JGU1	viral	431	17.82962290793167
Q9QDI8	viral	265	17.371562959106235
A0A0S2SZX3	viral	159	16.808138009302812
A4PBQ0	viral	206	15.921871945353725
B1PS77	viral	268	17.673705002170493
O39436	viral	858	17.063280994207012
O40977	viral	857	16.9090649375062
O41054	viral	181	17.052747600436273
P03558	viral	520	17.093554909550868
P03569	viral	244	18.577630730970615
P05396	viral	319	16.911564612098527
P05397	viral	168	14.945112554191592
P07698	viral	70	15.746622388216483
P09501	viral	66	16.132049927701352
P09512	viral	175	15.826199686807927
P09513	viral	153	16.48685946076697
P0C6G3	viral	85	17.924486961182957
P11621	viral	247	17.809174996253038
P11624	viral	208	15.653036902163626
P12325	viral	519	16.991093334787656
P15184	viral	173	17.937359181949464
P15187	viral	818	15.926427881157512
P15629	viral	692	10.66948217478344
P15961	viral	189	17.7665110369975
P16650	viral	227	16.179377234165102
P16652	viral	65	17.174013166816508
P16654	viral	93	18.76487123072012
P17381	viral	351	17.437541020122996
P17522	viral	208	15.803700651987187
P17781	viral	70	15.793353630763626
P19128	viral	188	15.795439816164606
P20952	viral	233	17.014520154740016
P21943	viral	132	7.813240150446199
P25999	viral	258	16.115458350952323
P27207	viral	316	16.825787722757337
P27272	viral	98	16.595746112944045
P27327	viral	162	19.585245583850778
P27333	viral	64	16.19230876154145
P28478	viral	628	14.199717698828533
P28898	viral	65	14.665562411740826
P28975	viral	262	16.91081063907095
P29047	viral	153	16.643882194927038
P29049	viral	134	12.33046513129514
P29249	viral	509	18.19450652100636
P33521	viral	283	18.175685402050195
P36282	viral	115	18.444242182466436
P36293	viral	258	16.621231202252428
P36294	viral	258	16.442650467093678
P50624	viral	171	18.468620151683787
P50633	viral	189	17.605998030784164
P50634	viral	189	17.68222302198431
P69467	viral	218	2.8071077401132887
P69515	viral	153	18.690853855426827
P89658	viral	257	17.048158052057182
Q00556	viral	299	17.59777685824232
Q00686	viral	223	16.91369769111887
Q00842	viral	108	17.337981395385043
Q00844	viral	178	17.437428769772957
Q00967	viral	129	15.847030459389313
Q01209	viral	178	17.305021728595342
Q01210	viral	211	17.53712460191477
Q01268	viral	303	17.568193142832843
Q01687	viral	108	18.26974652031892
Q02106	viral	321	16.952785838751385
Q02968	viral	327	16.90327275735042
Q04572	viral	262	17.463015576818457
Q06392	viral	174	17.423693951715777
Q07520	viral	121	14.79041040104504
Q07633	viral	115	16.693781700932966
Q08588	viral	102	16.935725657615315
Q08593	viral	112	18.627939736779947
Q08JR8	viral	108	16.394021460096187
Q1KZ55	viral	297	16.954160126550015
Q2L4I7	viral	105	15.92400927625545
Q65386	viral	175	18.79963422985467
Q66134	viral	279	17.503602740940664
Q66141	viral	218	3.825151801334172
Q66142	viral	279	17.647716926817886
Q66222	viral	157	17.122849657565922
Q67618	viral	134	12.315968627209939
Q67897	viral	203	17.410899769602437
Q6E0X1	viral	447	16.912806523307754
Q709N3	viral	172	17.96424919316946
Q779L9	viral	68	17.16778231038088
Q7TD19	viral	85	15.967383418295217
Q83486	viral	161	17.21106009664145
Q84122	viral	158	17.18800603084006
Q84135	viral	303	16.867165819443812
Q85429	viral	834	17.481853109922284
Q85440	viral	351	17.579132939451934
Q86134	viral	459	16.75897946674295
Q88890	viral	134	17.91275141575009
Q88891	viral	85	16.292054703229773
Q88922	viral	157	16.59243465683451
Q89914	viral	324	19.056067399901938
Q8UZB5	viral	230	15.589298010338378
Q91MG0	viral	101	15.577683690026177
Q96639	viral	228	19.896514339542925
Q96711	viral	857	16.918210705110084
Q9DIC6	viral	551	19.1225109030351
Q9DXE7	viral	134	7.939144129084784
Q9DXE8	viral	256	4.268134650484582
Q9DXE9	viral	115	18.89986208480985
Q9IW99	viral	176	17.719610002299454
Q9JGT5	viral	174	17.681270283522206
Q9QBU3	viral	372	16.658860990165095
Q9QEE7	viral	325	17.648238669935893
Q9WDG4	viral	159	16.989630989488713
Q9WDG7	viral	157	16.677606424475684
Q9WIJ7	viral	114	16.932007259772483
Q9YNE3	viral	337	16.10997642892339
A0A131KVX9	viral	64	17.285307331959807
B3VML1	viral	860	17.366129894090946
O39831	viral	172	18.331376575642174
O40980	viral	218	3.152921165301485
O40983	viral	218	3.207063376276335
O41056	viral	264	11.695890906344614
O41126	viral	173	17.45833642153891
P03548	viral	159	13.42064733324425
P03549	viral	159	13.731743645040767
P03552	viral	129	15.41352647187604
P05401	viral	496	16.84397803079761
P06012	viral	839	16.793149109111376
P09500	viral	116	17.12373964509023
P09502	viral	190	16.988201172438483
P09508	viral	202	15.859688792826057
P09510	viral	200	16.09636996586869
P0C6G5	viral	125	17.244564396807828
P0C777	viral	61	18.962962159684775
P0CK35	viral	132	8.910778232834097
P0CK36	viral	132	9.109685499983414
P0CK43	viral	293	12.856790411488912
P0CK44	viral	293	12.822923706478763
P10550	viral	475	18.26162467147938
P11641	viral	279	18.654108162099007
P13218	viral	522	16.917274932134898
P14967	viral	113	18.634678326899593
P14971	viral	298	18.344799047420082
P14975	viral	113	18.88296734092264
P14977	viral	134	8.802102857276815
P14985	viral	241	17.86982228508268
P14992	viral	101	15.523386872765562
P15096	viral	233	17.045947054338388
P15098	viral	100	16.77977774372102
P15100	viral	240	16.821211132045672
P15185	viral	190	17.509625681590098
P15405	viral	66	16.48173452869052
P15962	viral	818	16.008333590245403
P16491	viral	279	17.7118720707945
P17459	viral	818	15.85324308120136
P17526	viral	229	16.788453309834466
P17528	viral	63	16.96463666803342
P17966	viral	199	16.007993908960103
P18338	viral	266	16.110022520001596
P18617	viral	520	17.18909201924007
P19522	viral	264	16.53219239100295
P20123	viral	188	16.122421966158335
P20131	viral	628	14.257499766956748
P20953	viral	111	17.243310457915218
P22171	viral	52	17.380780693778586
P22472	viral	1019	17.38030000790542
P22592	viral	226	16.38551065361442
P24264	viral	221	18.01671115278578
P24403	viral	295	17.344410485736795
P24819	viral	506	18.407182575621192
P25034	viral	264	16.573417469329325
P26001	viral	258	16.21963358133813
P27209	viral	725	16.085137178606207
P27266	viral	134	16.69826390383542
P27267	viral	293	13.685799426142614
P29799	viral	264	17.083564897455883
P31798	viral	237	16.24332502064227
P34961	viral	286	17.797328245650174
P36281	viral	134	10.548146076256984
P37988	viral	231	17.235188787043494
P37992	viral	107	19.030106393258087
P37993	viral	249	16.959925264854522
P38612	viral	96	16.88966471456074
P68832	viral	70	16.438131059241847
P69510	viral	157	16.49953321287886
P83574	viral	293	4.962659685626396
P85309	viral	288	17.37602828912993
P89677	viral	159	17.450333976794788
P89684	viral	891	16.56413820437345
Q00467	viral	220	16.695381780911603
Q00478	viral	91	16.115466035403518
Q01087	viral	99	16.26622499394698
Q01669	viral	304	17.57028755949057
Q02967	viral	129	15.36751973631615
Q05651	viral	520	16.979037809464398
Q07626	viral	236	16.656204079926276
Q08531	viral	204	17.271243489902545
Q08544	viral	180	17.409280922892673
Q08594	viral	287	18.738493813004087
Q5GA87	viral	235	18.044602044024067
Q65669	viral	219	18.104048161909652
Q66012	viral	254	16.977900326390614
Q66135	viral	218	2.874796457828263
Q66284	viral	392	15.353178591049732
Q67708	viral	90	18.508433266972993
Q6E0X0	viral	269	17.51829016130969
Q83046	viral	292	17.872975331472215
Q83047	viral	554	12.334384523441372
Q83051	viral	227	16.607565127872103
Q83251	viral	218	3.9794493312323
Q83262	viral	857	16.844672798820234
Q83485	viral	274	16.994974628676637
Q83927	viral	752	15.99893967119387
Q84843	viral	157	16.4133923857486
Q85443	viral	312	16.879005087282266
Q85448	viral	506	17.000210512729797
Q86780	viral	312	16.60850752800452
Q87019	viral	170	17.84994534506036
Q88894	viral	515	19.142650200362212
Q89250	viral	754	17.215397975582718
Q89785	viral	279	17.639329078868606
Q918W1	viral	109	17.669774020320823
Q91QN9	viral	397	18.18573738413031
Q96707	viral	295	14.13044433125734
Q98514	viral	275	10.259162956263484
Q98544	viral	360	16.764826125340413
Q98663	viral	294	17.711703158025042
Q98747	viral	159	17.013323506395512
Q9E7N7	viral	300	16.100492155119756
Q9IGY9	viral	101	15.784217578252184
Q9QDJ8	viral	97	18.532326089367277
Q9QEE3	viral	157	16.85813607026084
Q9QPN4	viral	252	17.92799159893998
Q9WIK1	viral	153	18.930614023601493
Q9YJQ9	viral	264	16.63503543697018
Q9YPS1	viral	99	18.282857966483004
Q9YPS7	viral	298	18.12431608904273
Q9Z0D2	viral	169	17.304749425384117
O10236	viral	669	18.1896140182549
O39519	viral	92	15.492731660955915
O39520	viral	245	18.13770803030574
O39830	viral	114	17.273113065624873
O41345	viral	159	17.087178065325336
